No.,Class,SMILES,pIC50,Y-Label,MW,RBN,nCIC,nHDon,nHAcc,ALogP,TPSA,Qm,Energy,Dipole moment,HOMO,LUMO,HOMO-LUMO gap,Article Title,Reference,fp,desc,MW,ExactMolWt,LogP,HBA,HBD,TPSA,AromaticRings,RotatableBonds,HeavyAtoms,QED,FractionCSP3,RingCount,pIC50_pred,IC50_pred_nM
448,Non-Steroid,CC(C=C1)=CC=C1CC(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,8.230665066310195,Inactive,352.51,6,4,0,1,5.766,17.82,0.168346392,-1076.633543,4.4773,-0.21872,-0.02615,0.19257,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-79,[0 1 0 ... 0 0 0],"[352.48100000000005, 352.19394876800004, 5.885020000000006, 2, 0, 17.82, 4, 6, 27, 0.42324275864701993, 0.16, 4]",352.48100000000005,352.19394876800004,5.885020000000006,2,0,17.82,4,6,27,0.42324275864701993,0.16,4,8.206566874238787,6.214885413254024
449,Non-Steroid,FC(C=C1)=CC=C1CC(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,8.157477670724482,Active,356.47,6,4,0,2,5.485,17.82,0.170448104,-1136.5428,3.7034,-0.22146,-0.03436,0.1871,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-80,[0 1 0 ... 0 0 0],"[356.444, 356.16887689200007, 5.715700000000005, 2, 0, 17.82, 4, 6, 27, 0.4322003305001075, 0.125, 4]",356.444,356.16887689200007,5.715700000000005,2,0,17.82,4,6,27,0.4322003305001075,0.125,4,8.194320732117195,6.39262557408487
450,Non-Steroid,COC1=CC=CC=C1CC(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,8.201181619199465,Active,368.51,7,4,0,2,5.263,27.05,0.169289923,-1151.838797,4.8961,-0.21444,-0.03221,0.18223,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-81,[0 1 0 ... 0 0 0],"[368.48, 368.1888633880001, 5.585200000000006, 3, 0, 27.05, 4, 7, 28, 0.4253713306200474, 0.16, 4]",368.48,368.1888633880001,5.585200000000006,3,0,27.05,4,7,28,0.4253713306200474,0.16,4,8.228788775372402,5.904882017671693
451,Non-Steroid,COC(C=C1)=CC=C1CC(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,8.23847127084064,Inactive,368.51,7,4,0,2,5.263,27.05,0.173513423,-1151.838173,3.1928,-0.21234,-0.03321,0.17913,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-82,[0 1 0 ... 0 0 0],"[368.48, 368.1888633880001, 5.585200000000006, 3, 0, 27.05, 4, 7, 28, 0.4253713306200474, 0.16, 4]",368.48,368.1888633880001,5.585200000000006,3,0,27.05,4,7,28,0.4253713306200474,0.16,4,8.2048344769564,6.239726054049536
452,Non-Steroid,ClC(C=C1Cl)=CC=C1CC(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,8.228664033375448,Inactive,407.36,6,4,0,1,6.608,17.82,0.153322458,-1956.504237,3.7933,-0.22172,-0.03696,0.18476,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-83,[0 1 0 ... 0 0 0],"[407.34400000000005, 406.10035400000004, 6.883400000000006, 2, 0, 17.82, 4, 6, 28, 0.3405575076732145, 0.125, 4]",407.34400000000005,406.10035400000004,6.883400000000006,2,0,17.82,4,6,28,0.3405575076732145,0.125,4,8.214958425230119,6.095952506623021
453,Non-Steroid,FC(C=C1F)=CC=C1CC(CC2=CC=C(C3=CC=CC=C3)C=C2)N4C=NC=C4,8.181442462950777,Active,374.46,6,4,0,3,5.691,17.82,0.177350354,-1235.778203,3.9658,-0.2206,-0.03013,0.19047,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-84,[0 1 0 ... 0 0 0],"[374.434, 374.15945508000004, 5.854800000000005, 2, 0, 17.82, 4, 6, 28, 0.4135866627532292, 0.125, 4]",374.434,374.15945508000004,5.854800000000005,2,0,17.82,4,6,28,0.4135866627532292,0.125,4,8.196402020628732,6.362063205088279
464,Non-Steroid,N1(N(C/C=C/C2=CC=CC=C2)CC3=CC=CC4=C3C=CC=C4)C=NC=N1,8.31116011150815,Inactive,340.46,6,4,0,3,4.55,33.95,0.162477065,-1069.329132,3.3367,-0.20968,-0.04485,0.16483,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-85,[0 0 0 ... 0 0 0],"[340.43, 340.16879664000004, 4.282900000000003, 4, 0, 33.95, 4, 6, 26, 0.5251714378418396, 0.09090909090909091, 4]",340.43,340.16879664000004,4.282900000000003,4,0,33.95,4,6,26,0.5251714378418396,0.09090909090909091,4,8.271837247380448,5.347647258706496
470,Non-Steroid,ClC1=CC(Cl)=CC=C1CN(C/C=C/C2=CC=CC=C2)N3C=NC=N3,8.321823852625744,Inactive,359.28,6,3,0,3,4.971,33.95,0.15891295,-1834.882037,3.3026,-0.22919,-0.04641,0.18278,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-86,[0 0 0 ... 0 0 0],"[359.26000000000005, 358.07520187200004, 4.436500000000004, 4, 0, 33.95, 3, 6, 24, 0.6527124109750895, 0.1111111111111111, 3]",359.26000000000005,358.07520187200004,4.436500000000004,4,0,33.95,3,6,24,0.6527124109750895,0.1111111111111111,3,8.217028459048441,6.066965718352432
471,Non-Steroid,CC(C)(C)C(C=C1)=CC=C1CN(C/C=C/C2=CC=CC=C2)N3C=NC=N3,8.276064366776716,Inactive,346.52,7,3,0,3,5.042,33.95,0.178661865,-1072.948691,3.4221,-0.22682,-0.04396,0.18286,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-87,[0 0 0 ... 0 0 0],"[346.478, 346.21574683200004, 4.427200000000004, 4, 0, 33.95, 3, 6, 26, 0.6621138264633212, 0.2727272727272727, 3]",346.478,346.21574683200004,4.427200000000004,4,0,33.95,3,6,26,0.6621138264633212,0.2727272727272727,3,8.26221991573861,5.467390379688844
473,Non-Steroid,CC(C)(C)C(C=C1)=CC=C1CN(CC2=CC=CS2)N3C=NC=N3,8.298017923200911,Inactive,326.51,6,3,0,3,4.528,62.19,0.190935911,-1316.303,2.9305,-0.23091,-0.01917,0.21174,CYP19 (aromatase): exploring the scaffold flexibility for novel selective inhibitors,Bioorg Med Chem. 2008;16(18):8349-88,[0 0 0 ... 0 0 0],"[326.469, 326.156517704, 3.975500000000003, 5, 0, 33.95, 3, 5, 23, 0.711114608475639, 0.3333333333333333, 3]",326.469,326.156517704,3.975500000000003,5,0,33.95,3,5,23,0.711114608475639,0.3333333333333333,3,8.260335618980317,5.491163575251257
474,Non-Steroid,O=C(CCC1(C2=CC=C(N)C=C2)C3CCCCC3)NC1=O,8.185560694582964,Active,286.41,2,3,3,4,2.534,72.19,0.248446674,-921.0474531,3.7561,-0.20095,-0.02658,0.17437,Evaluation of the racemate and the enantiomers of a new highly active and selective aromatase inhibitor of the aminoglutethimide type,J Steroid Biochem Mol Biol. 1992;43(7):641-8,[0 0 1 ... 0 0 0],"[286.37499999999994, 286.168127944, 2.5235000000000003, 3, 2, 72.19, 1, 2, 21, 0.6479270113054579, 0.5294117647058824, 3]",286.37499999999994,286.168127944,2.5235000000000003,3,2,72.19,1,2,21,0.6479270113054579,0.5294117647058824,3,8.249816240613336,5.625793143109684
475,Non-Steroid,O=C(NC1=O)CC[C@@]1(C2CCCCC2)C3=CC=C(C=C3)N,8.165966789804358,Active,286.41,2,3,3,4,2.534,72.19,0.248412674,-921.0475454,3.7481,-0.20095,-0.02653,0.17442,Evaluation of the racemate and the enantiomers of a new highly active and selective aromatase inhibitor of the aminoglutethimide type,J Steroid Biochem Mol Biol. 1992;43(7):641-9,[0 0 1 ... 0 0 0],"[286.37499999999994, 286.168127944, 2.5234999999999994, 3, 2, 72.19, 1, 2, 21, 0.6479270113054579, 0.5294117647058824, 3]",286.37499999999994,286.168127944,2.5234999999999994,3,2,72.19,1,2,21,0.6479270113054579,0.5294117647058824,3,8.249816240613336,5.625793143109684
476,Non-Steroid,O=C(NC1=O)CC[C@]1(C2CCCCC2)C3=CC=C(C=C3)N,8.272683091399138,Inactive,286.41,2,3,3,4,2.534,72.19,0.248417302,-921.0475408,3.7306,-0.20092,-0.0265,0.17442,Evaluation of the racemate and the enantiomers of a new highly active and selective aromatase inhibitor of the aminoglutethimide type,J Steroid Biochem Mol Biol. 1992;43(7):641-10,[0 0 1 ... 0 0 0],"[286.37499999999994, 286.168127944, 2.5234999999999994, 3, 2, 72.19, 1, 2, 21, 0.6479270113054579, 0.5294117647058824, 3]",286.37499999999994,286.168127944,2.5234999999999994,3,2,72.19,1,2,21,0.6479270113054579,0.5294117647058824,3,8.249816240613336,5.625793143109684
477,Non-Steroid,O=C(CCC1(C2=CC=C(N)C=C2)CC)NC1=O,8.353420015791782,Inactive,232.31,2,2,3,4,1.285,72.19,0.279753545,-765.0037556,4.0846,-0.20207,-0.02786,0.17421,Evaluation of the racemate and the enantiomers of a new highly active and selective aromatase inhibitor of the aminoglutethimide type,J Steroid Biochem Mol Biol. 1992;43(7):641-11,[0 0 0 ... 0 0 0],"[232.28299999999996, 232.121177752, 1.3532, 3, 2, 72.19, 1, 2, 17, 0.5969362176118971, 0.38461538461538464, 2]",232.28299999999996,232.121177752,1.3532,3,2,72.19,1,2,17,0.5969362176118971,0.38461538461538464,2,8.30792185803158,4.921280755977949
478,Non-Steroid,O=C(NC1=O)CC[C@]1(CC)C2=CC=C(C=C2)N,8.325943333410386,Inactive,232.31,2,2,3,4,1.285,72.19,0.279679727,-765.0034969,3.5405,-0.20171,-0.02522,0.17649,Evaluation of the racemate and the enantiomers of a new highly active and selective aromatase inhibitor of the aminoglutethimide type,J Steroid Biochem Mol Biol. 1992;43(7):641-12,[0 0 0 ... 0 0 0],"[232.28300000000002, 232.121177752, 1.3531999999999995, 3, 2, 72.19, 1, 2, 17, 0.5969362176118972, 0.38461538461538464, 2]",232.28300000000002,232.121177752,1.3531999999999995,3,2,72.19,1,2,17,0.5969362176118972,0.38461538461538464,2,8.30792185803158,4.921280755977949
479,Non-Steroid,O=C(NC1=O)CC[C@@]1(CC)C2=CC=C(C=C2)N,8.464478248269382,Inactive,232.31,2,2,3,4,1.285,72.19,0.277617848,-765.006292,4.5103,-0.20721,-0.02476,0.18245,Evaluation of the racemate and the enantiomers of a new highly active and selective aromatase inhibitor of the aminoglutethimide type,J Steroid Biochem Mol Biol. 1992;43(7):641-13,[0 0 0 ... 0 0 0],"[232.28300000000002, 232.121177752, 1.3531999999999995, 3, 2, 72.19, 1, 2, 17, 0.5969362176118972, 0.38461538461538464, 2]",232.28300000000002,232.121177752,1.3531999999999995,3,2,72.19,1,2,17,0.5969362176118972,0.38461538461538464,2,8.30792185803158,4.921280755977949
480,Non-Steroid,NC(C1=CC(OC)=CC=C12)=C(CC3=CC=NC=C3)C2=O,8.263131054648865,Inactive,266.32,3,3,2,4,1.443,65.21,0.233794618,-878.0695778,6.635,-0.20425,-0.06671,0.13754,Evidence for new non-steroidal human aromatase inhibitors and comparison with equine aromatase inhibition for an understanding of the mammalian active site,Eur J Med Chem. 1998;33(6):451-62,[0 1 0 ... 0 0 0],"[266.3, 266.105527688, 2.199, 4, 1, 65.21000000000001, 2, 3, 20, 0.9245350255965253, 0.125, 3]",266.3,266.105527688,2.199,4,1,65.21000000000001,2,3,20,0.9245350255965253,0.125,3,8.257496736191893,5.527175617095768
481,Non-Steroid,NC(C1=CC(OC)=C(OC)C=C12)=C(CC3=CC=NC=C3)C2=O,8.28156906720413,Inactive,296.35,4,3,2,5,1.427,74.44,0.240194,-992.5828456,4.7969,-0.2042,-0.07007,0.13413,Evidence for new non-steroidal human aromatase inhibitors and comparison with equine aromatase inhibition for an understanding of the mammalian active site,Eur J Med Chem. 1998;33(6):451-63,[0 0 0 ... 0 0 0],"[296.326, 296.11609237199997, 2.2076000000000002, 5, 1, 74.44, 2, 4, 22, 0.9359418088742812, 0.17647058823529413, 3]",296.326,296.11609237199997,2.2076000000000002,5,1,74.44,2,4,22,0.9359418088742812,0.17647058823529413,3,8.259920582373722,5.496413753013103
482,Non-Steroid,NC(C1=CC(OC)=C(OC)C(OC)=C12)=C(CC3=CC=NC=C3)C2=O,8.277037465902554,Inactive,326.38,5,3,2,6,1.41,83.67,0.241006071,-1107.098089,3.1726,-0.20394,-0.06965,0.13429,Evidence for new non-steroidal human aromatase inhibitors and comparison with equine aromatase inhibition for an understanding of the mammalian active site,Eur J Med Chem. 1998;33(6):451-64,[0 0 0 ... 0 0 0],"[326.35200000000003, 326.126657056, 2.2161999999999997, 6, 1, 83.67000000000002, 2, 5, 24, 0.906814641849314, 0.2222222222222222, 3]",326.35200000000003,326.126657056,2.2161999999999997,6,1,83.67000000000002,2,5,24,0.906814641849314,0.2222222222222222,3,8.271700806938943,5.3493275701279215
483,Non-Steroid,[H]/C1=C(\[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])([H])C3([H])[H]                                  ,8.244859506678468,Inactive,207.29,1,3,0,1,3.227,12.89,0.163101862,-634.1668751,2.4271,-0.2072,-0.04643,0.16077,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-15,[0 0 0 ... 0 0 0],"[207.27599999999995, 207.104799416, 3.5684000000000022, 1, 0, 12.89, 2, 1, 16, 0.6962767839928745, 0.13333333333333333, 3]",207.27599999999995,207.104799416,3.5684000000000022,1,0,12.89,2,1,16,0.6962767839928745,0.13333333333333333,3,8.260116621814161,5.493933245512987
484,Non-Steroid,[H]/C1=C(\[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])C([H])=C([H])N=C2[H])C([H])([H])C3([H])[H]                                  ,8.263621694884005,Inactive,207.29,1,3,0,1,3.227,12.89,0.163103,-634.1668817,2.4269,-0.20721,-0.04644,0.16077,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-16,[0 0 0 ... 0 0 0],"[207.27599999999995, 207.104799416, 3.5684000000000022, 1, 0, 12.89, 2, 1, 16, 0.6962767839928745, 0.13333333333333333, 3]",207.27599999999995,207.104799416,3.5684000000000022,1,0,12.89,2,1,16,0.6962767839928745,0.13333333333333333,3,8.260116621814161,5.493933245512987
485,Non-Steroid,[H]/C1=C(\[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C3([H])[H]                       ,8.285521523549354,Inactive,221.32,1,3,0,1,3.683,12.89,0.163008344,-673.4855335,2.8495,-0.20925,-0.04863,0.16062,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-17,[0 0 0 ... 0 0 0],"[221.30299999999994, 221.12044948, 3.9585000000000026, 1, 0, 12.89, 2, 1, 17, 0.7099667210489353, 0.1875, 3]",221.30299999999994,221.12044948,3.9585000000000026,1,0,12.89,2,1,17,0.7099667210489353,0.1875,3,8.255853507253955,5.548128264298001
486,Non-Steroid,[H]/C1=C(\[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])C([H])=C([H])N=C2[H])C([H])([H])C([H])([H])C3([H])[H]                       ,8.265891689584892,Inactive,221.32,1,3,0,1,3.683,12.89,0.162540813,-673.4833246,2.0751,-0.21234,-0.0413,0.17104,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-18,[0 0 0 ... 0 0 0],"[221.30299999999994, 221.12044948, 3.9585000000000026, 1, 0, 12.89, 2, 1, 17, 0.7099667210489353, 0.1875, 3]",221.30299999999994,221.12044948,3.9585000000000026,1,0,12.89,2,1,17,0.7099667210489353,0.1875,3,8.255853507253955,5.548128264298001
487,Non-Steroid,[F]/C1=C(\[H])C([H])=C2/C(=C1/[H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])N=C([H])C([H])=C3[H]                                  ,8.252187002126474,Inactive,225.28,1,3,0,2,3.432,12.89,0.186579759,-733.4062176,2.5924,-0.20546,-0.05449,0.15097,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-19,[0 0 0 ... 0 0 0],"[225.26600000000002, 225.095377604, 3.7075000000000022, 1, 0, 12.89, 2, 1, 17, 0.7206096880402029, 0.13333333333333333, 3]",225.26600000000002,225.095377604,3.7075000000000022,1,0,12.89,2,1,17,0.7206096880402029,0.13333333333333333,3,8.24997480298485,5.623739522084864
488,Non-Steroid,[F]/C1=C(\[H])C([H])=C2/C(=C1/[H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])C([H])=C([H])N=C3[H]                                  ,8.251517322501531,Inactive,225.28,1,3,0,2,3.432,12.89,0.187139483,-733.4058657,1.2424,-0.2055,-0.05314,0.15236,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-20,[0 0 0 ... 0 0 0],"[225.26600000000002, 225.095377604, 3.707500000000003, 1, 0, 12.89, 2, 1, 17, 0.7206096880402029, 0.13333333333333333, 3]",225.26600000000002,225.095377604,3.707500000000003,1,0,12.89,2,1,17,0.7206096880402029,0.13333333333333333,3,8.24997480298485,5.623739522084864
489,Non-Steroid,[Cl]/C1=C(\[H])C([H])=C2/C(=C1/[H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])N=C([H])C([H])=C3[H]                                 ,8.269977968713452,Inactive,241.73,1,3,0,1,3.891,12.89,0.161915931,-1093.768923,2.6008,-0.20935,-0.06027,0.14908,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-21,[0 0 0 ... 0 0 0],"[241.721, 241.065827064, 4.2218000000000035, 1, 0, 12.89, 2, 1, 17, 0.7284947750365725, 0.13333333333333333, 3]",241.721,241.065827064,4.2218000000000035,1,0,12.89,2,1,17,0.7284947750365725,0.13333333333333333,3,8.243440826181633,5.708988574132676
490,Non-Steroid,[Cl]/C1=C(\[H])C([H])=C2/C(=C1/[H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])C([H])=C([H])N=C3[H]                                 ,8.26820622393864,Inactive,241.73,1,3,0,1,3.891,12.89,0.162521517,-1093.768572,1.2905,-0.20937,-0.05903,0.15034,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-22,[0 0 0 ... 0 0 0],"[241.721, 241.065827064, 4.2218000000000035, 1, 0, 12.89, 2, 1, 17, 0.7284947750365725, 0.13333333333333333, 3]",241.721,241.065827064,4.2218000000000035,1,0,12.89,2,1,17,0.7284947750365725,0.13333333333333333,3,8.243440826181633,5.708988574132676
491,Non-Steroid,[Br]/C1=C(\[H])C([H])=C2/C(=C1/[H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])N=C([H])C([H])=C3[H]                                 ,8.291898926501004,Inactive,286.18,1,3,0,1,3.975,12.89,0.167576345,-3205.27775,2.5875,-0.2089,-0.06056,0.14834,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-23,[0 0 0 ... 0 0 0],"[286.17199999999997, 285.015311484, 4.330900000000003, 1, 0, 12.89, 2, 1, 17, 0.7599724024080565, 0.13333333333333333, 3]",286.17199999999997,285.015311484,4.330900000000003,1,0,12.89,2,1,17,0.7599724024080565,0.13333333333333333,3,8.255852613843993,5.548139677655439
492,Non-Steroid,[Br]/C1=C(\[H])C([H])=C2/C(=C1/[H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])C([H])=C([H])N=C3[H],8.289668290912562,Inactive,286.18,1,3,0,1,3.975,12.89,0.168191759,-3205.277388,1.2519,-0.20892,-0.05934,0.14958,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-24,[0 0 0 ... 0 0 0],"[286.17199999999997, 285.015311484, 4.330900000000003, 1, 0, 12.89, 2, 1, 17, 0.7599724024080565, 0.13333333333333333, 3]",286.17199999999997,285.015311484,4.330900000000003,1,0,12.89,2,1,17,0.7599724024080565,0.13333333333333333,3,8.255852613843993,5.548139677655439
493,Non-Steroid,[H]/C1=C(\OC([H])([H])[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])([H])C3([H])[H]           ,8.27038796098682,Inactive,237.32,2,3,0,2,3.21,22.12,0.188603697,-748.6902481,1.8878,-0.19513,-0.04117,0.15396,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-25,[0 0 0 ... 0 0 0],"[237.30199999999996, 237.1153641, 3.5770000000000017, 2, 0, 22.12, 2, 2, 18, 0.7961277050796469, 0.1875, 3]",237.30199999999996,237.1153641,3.5770000000000017,2,0,22.12,2,2,18,0.7961277050796469,0.1875,3,8.258492769145168,5.51451383782555
494,Non-Steroid,[H]/C1=C(\OC([H])([H])[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])C([H])=C([H])N=C2[H])C([H])([H])C3([H])[H]           ,8.27949796216551,Inactive,237.32,2,3,0,2,3.21,22.12,0.188584788,-748.6902535,1.8888,-0.19514,-0.04114,0.154,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-26,[0 0 0 ... 0 0 0],"[237.30199999999996, 237.1153641, 3.5770000000000017, 2, 0, 22.12, 2, 2, 18, 0.7961277050796469, 0.1875, 3]",237.30199999999996,237.1153641,3.5770000000000017,2,0,22.12,2,2,18,0.7961277050796469,0.1875,3,8.258492769145168,5.51451383782555
495,Non-Steroid,[H]/C1=C(\OC([H])([H])[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])([H])C([H])([H])C3([H])[H],8.225707790033887,Inactive,251.35,2,3,0,2,3.666,22.12,0.185658944,-788.0088961,4.2729,-0.19644,-0.04286,0.15358,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-27,[0 0 0 ... 0 0 0],"[251.32899999999995, 251.131014164, 3.967100000000002, 2, 0, 22.12, 2, 2, 19, 0.8054271099024288, 0.23529411764705882, 3]",251.32899999999995,251.131014164,3.967100000000002,2,0,22.12,2,2,19,0.8054271099024288,0.23529411764705882,3,8.257593106222831,5.525949271807577
496,Non-Steroid,[H]/C1=C(\OC([H])([H])[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])C([H])=C([H])N=C2[H])C([H])([H])C([H])([H])C3([H])[H],8.267771946364356,Inactive,251.35,2,3,0,2,3.666,22.12,0.185175556,-788.0066138,2.8265,-0.199,-0.03548,0.16352,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-28,[0 0 0 ... 0 0 0],"[251.32899999999995, 251.131014164, 3.967100000000002, 2, 0, 22.12, 2, 2, 19, 0.8054271099024288, 0.23529411764705882, 3]",251.32899999999995,251.131014164,3.967100000000002,2,0,22.12,2,2,19,0.8054271099024288,0.23529411764705882,3,8.257593106222831,5.525949271807577
497,Non-Steroid,[H]C=1C(OC([H])([H])[H])=C(OC([H])([H])[H])C([H])=C2C=1C([H])([H])C([H])([H])C([H])([H])C2=C([H])C3=C([H])N=C([H])C([H])=C3[H],8.22121413571156,Active,281.38,3,3,0,3,3.65,31.35,0.19859155,-902.5237024,5.2492,-0.1954,-0.04314,0.15226,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-29,[0 0 0 ... 0 0 0],"[281.35499999999996, 281.14157884800005, 3.9757000000000033, 3, 0, 31.35, 2, 3, 21, 0.8525489030450842, 0.2777777777777778, 3]",281.35499999999996,281.14157884800005,3.9757000000000033,3,0,31.35,2,3,21,0.8525489030450842,0.2777777777777778,3,8.238425783495144,5.775295582025112
498,Non-Steroid,[H]/C1=C(\OC([H])([H])C([H])([H])[H])C([H])=C3/C(=C1/[H])C(=C([H])C2=C([H])N=C([H])C([H])=C2[H])C([H])([H])C3([H])[H] ,8.288195575582598,Inactive,251.35,3,3,0,2,3.559,22.12,0.189811333,-788.0073575,1.7261,-0.19366,-0.04033,0.15333,Exploring benzcyclo derivatives as potent aromatase inhibitors using ligand-based modeling studies,Eur J Med Chem. 2010;45(9):4307-30,[0 0 0 ... 0 0 0],"[251.32899999999998, 251.131014164, 3.967100000000002, 2, 0, 22.12, 2, 3, 19, 0.8231799399577301, 0.23529411764705882, 3]",251.32899999999998,251.131014164,3.967100000000002,2,0,22.12,2,3,19,0.8231799399577301,0.23529411764705882,3,8.258475813187003,5.51472914263638
